RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age_Group,Balance_Group,CreditScore_Group,Value_Score,Risk_Score,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Type
3780,15694160,Sagese,624,France,Male,37,0,0.0,2,0,0,112104.55,0,30-40岁,无余额,一般,0.38839844205200935,0.4608695652173913,10,2,0.0,1,3,1,5,中价值
3781,15685290,Wall,595,Germany,Male,46,5,142360.62,2,1,0,48421.4,1,40-50岁,高余额,较差,0.509596495066373,0.5,5,2,142360.62,3,3,4,10,超高价值
3782,15701042,Dalton,596,Germany,Female,27,2,151027.56,1,1,0,170320.58,0,<30岁,超高余额,较差,0.7066225483004877,0.4173913043478261,8,1,151027.56,1,1,4,6,中价值
3783,15680449,Hsing,431,Germany,Female,44,2,138843.7,1,1,0,37688.31,1,40-50岁,高余额,很差,0.4300069718668159,0.49130434782608695,8,1,138843.7,1,1,4,6,中价值
3784,15599860,Warner,647,Spain,Female,26,8,109958.15,1,1,1,136592.24,1,<30岁,高余额,一般,0.6085522927506609,0.11304347826086956,2,1,109958.15,4,1,3,8,高价值
3785,15723169,Williams,640,France,Female,31,9,138857.59,1,1,0,48640.77,0,30-40岁,高余额,一般,0.5202231299403065,0.43478260869565216,1,1,138857.59,4,1,4,9,高价值
3786,15803842,Dunn,752,Germany,Female,45,3,105426.5,2,0,1,89773.45,0,40-50岁,高余额,良好,0.5681556042751966,0.1956521739130435,7,2,105426.5,2,3,3,8,高价值
3787,15728224,Kerr,710,Germany,Female,41,9,149155.53,2,1,0,42131.26,1,40-50岁,高余额,良好,0.5515821057622735,0.4782608695652174,1,2,149155.53,4,3,4,11,超高价值
3788,15644174,Marchesi,638,Germany,Male,27,4,135096.05,1,1,1,186523.72,1,<30岁,高余额,一般,0.7203525285769252,0.1173913043478261,6,1,135096.05,2,1,4,7,中价值
3789,15707110,Endrizzi,660,Germany,Male,28,2,170890.05,2,1,0,41758.9,0,<30岁,超高余额,一般,0.5680272399541488,0.4217391304347826,8,2,170890.05,1,3,4,8,高价值
3790,15765415,King,609,Spain,Female,45,4,89122.3,1,1,1,199256.98,0,40-50岁,中余额,一般,0.6559231435872426,0.1956521739130435,6,1,89122.3,2,1,2,5,中价值
3791,15756751,Griffiths,596,Spain,Female,54,0,78126.28,1,1,1,153482.91,1,50-60岁,中余额,较差,0.5651405659643614,0.2347826086956522,10,1,78126.28,1,1,2,4,低价值
3792,15795151,Hartzler,705,France,Female,38,3,123894.43,1,1,0,21177.1,0,30-40岁,高余额,良好,0.4781118934389872,0.4652173913043478,7,1,123894.43,2,1,3,6,中价值
3793,15632859,Chukwudi,444,France,Male,36,7,0.0,2,0,1,138743.86,0,30-40岁,无余额,很差,0.364829497800882,0.1565217391304348,3,2,0.0,3,3,1,7,中价值
3794,15584037,Denisov,727,Germany,Male,58,5,106913.43,1,1,0,25881.0,1,50-60岁,高余额,良好,0.46586036824553806,0.5521739130434783,5,1,106913.43,3,1,3,7,中价值
3795,15621409,Endrizzi,496,France,Male,32,4,127845.83,1,1,0,66469.2,0,30-40岁,高余额,很差,0.478587501661818,0.4391304347826087,6,1,127845.83,2,1,4,7,中价值
3796,15581102,Baresi,554,France,Female,22,8,0.0,2,0,1,142670.61,0,<30岁,无余额,较差,0.4095433736896742,0.09565217391304348,2,2,0.0,4,3,1,8,高价值
3797,15578096,Nnachetam,537,France,Male,26,7,106397.75,1,0,0,103563.23,0,<30岁,高余额,较差,0.5145071365620797,0.41304347826086957,3,1,106397.75,3,1,3,7,中价值
3798,15669887,Lambert,839,France,Female,51,3,0.0,1,1,1,69101.23,1,50-60岁,无余额,优秀,0.3997733895147399,0.22173913043478263,7,1,0.0,2,1,1,4,低价值
3799,15621834,Game,700,Spain,Female,43,0,0.0,2,1,0,59475.35,0,40-50岁,无余额,一般,0.3362752030652823,0.48695652173913045,10,2,0.0,1,3,1,5,中价值
3800,15655341,Chinagorom,458,Spain,Female,35,5,166492.48,1,1,0,135287.74,0,30-40岁,超高余额,很差,0.6300207313029625,0.45217391304347826,5,1,166492.48,3,1,4,8,高价值
3801,15685314,Noble,850,France,Female,28,2,0.0,2,1,1,38773.74,0,<30岁,无余额,优秀,0.3581627969211642,0.12173913043478263,8,2,0.0,1,3,1,5,中价值
3802,15653997,Haynes,699,Spain,Male,31,6,114493.68,1,0,0,138396.32,0,30-40岁,高余额,一般,0.636842327785357,0.43478260869565216,4,1,114493.68,3,1,3,7,中价值
3803,15629551,Cattaneo,615,Germany,Female,44,9,126104.98,2,0,1,110718.02,0,40-50岁,高余额,一般,0.5841878375884098,0.19130434782608696,1,2,126104.98,4,3,3,10,超高价值
3804,15651264,Yobanna,850,Germany,Male,51,4,124425.99,1,0,0,118545.49,1,50-60岁,高余额,优秀,0.6761938924595052,0.5217391304347826,6,1,124425.99,2,1,3,6,中价值
3805,15760825,Fraser,604,France,Female,40,1,0.0,2,1,0,123207.17,0,30-40岁,无余额,一般,0.39799417473391113,0.47391304347826085,9,2,0.0,1,3,1,5,中价值
3806,15597394,Rhodes,668,Spain,Male,34,0,0.0,1,0,0,99984.86,0,30-40岁,无余额,一般,0.3857476352404968,0.4478260869565217,10,1,0.0,1,1,1,3,低价值
3807,15740383,Jimenez,594,Spain,Female,38,10,0.0,2,1,0,58332.91,0,30-40岁,无余额,较差,0.29714971392336115,0.4652173913043478,0,2,0.0,4,3,1,8,高价值
3808,15670562,Pharr,470,France,Male,30,3,101140.76,1,1,1,50906.65,0,<30岁,高余额,很差,0.40349116163851284,0.13043478260869565,7,1,101140.76,2,1,3,6,中价值
3809,15698117,Jerger,701,Germany,Male,41,0,150844.94,1,0,1,127623.36,0,40-50岁,超高余额,良好,0.6793419875177407,0.1782608695652174,10,1,150844.94,1,1,4,6,中价值
3810,15694805,McIntyre,664,Spain,Male,35,1,115024.5,1,0,1,169665.79,0,30-40岁,高余额,一般,0.6722416271600331,0.15217391304347827,9,1,115024.5,1,1,3,5,中价值
3811,15746802,Onio,477,France,Female,30,6,131286.46,1,1,0,194144.45,0,<30岁,高余额,很差,0.6688869982813106,0.4304347826086956,4,1,131286.46,3,1,4,8,高价值
3812,15589428,Tomlinson,756,France,Female,42,9,0.0,2,1,0,35673.42,0,40-50岁,无余额,良好,0.320335671468306,0.4826086956521739,1,2,0.0,4,3,1,8,高价值
3813,15790267,Onuoha,625,France,Female,40,7,141267.67,1,0,1,177397.49,0,30-40岁,高余额,一般,0.7119136794307279,0.17391304347826086,3,1,141267.67,3,1,4,8,高价值
3814,15665402,Panicucci,703,Spain,Male,73,5,137761.55,1,1,1,159677.46,0,>60岁,高余额,良好,0.70727233500504,0.3173913043478261,5,1,137761.55,3,1,4,8,高价值
3815,15642093,Piccio,646,France,Male,30,7,0.0,2,1,0,153566.97,0,<30岁,无余额,一般,0.4583591165027805,0.4304347826086956,3,2,0.0,3,3,1,7,中价值
3816,15666181,Ramsden,650,France,Male,33,0,98064.97,1,1,0,52411.99,0,30-40岁,中余额,一般,0.4643750199777015,0.4434782608695652,10,1,98064.97,1,1,3,5,中价值
3817,15602554,Vorobyova,664,France,Female,31,9,114519.57,2,0,1,79222.02,0,30-40岁,高余额,一般,0.5357658747756189,0.13478260869565217,1,2,114519.57,4,3,3,10,超高价值
3818,15724251,Todd,682,Germany,Female,29,6,101012.77,1,0,0,32589.89,1,<30岁,高余额,一般,0.45063446697073095,0.4260869565217391,4,1,101012.77,3,1,3,7,中价值
3819,15740147,Cremonesi,725,France,Female,44,10,0.0,1,0,1,93777.61,0,40-50岁,无余额,良好,0.39655405719725645,0.19130434782608696,0,1,0.0,4,1,1,6,中价值
3820,15718289,Bradley,553,Germany,Male,46,3,82291.1,1,1,0,112549.99,1,40-50岁,中余额,较差,0.49520226590790845,0.5,7,1,82291.1,2,1,2,5,中价值
3821,15763148,Stanley,576,France,Male,39,9,84719.98,1,0,0,191063.36,0,30-40岁,中余额,较差,0.6249666936013256,0.46956521739130436,1,1,84719.98,4,1,2,7,中价值
3822,15685245,Jowett,608,Spain,Female,56,5,0.0,2,0,1,153810.41,0,50-60岁,无余额,一般,0.4453125255274304,0.24347826086956526,5,2,0.0,3,3,1,7,中价值
3823,15626985,Yefremova,850,France,Female,39,0,104386.53,1,1,0,105886.77,0,30-40岁,高余额,优秀,0.6252567325128204,0.46956521739130436,10,1,104386.53,1,1,3,5,中价值
3824,15585823,Wilson,627,France,Male,31,8,128131.73,1,1,0,96131.47,0,30-40岁,高余额,一般,0.5697736763873955,0.43478260869565216,2,1,128131.73,4,1,4,9,高价值
3825,15728167,Abramovich,667,France,Male,44,2,122806.95,1,0,0,15120.86,0,40-50岁,高余额,一般,0.45388168736577045,0.49130434782608695,8,1,122806.95,1,1,3,5,中价值
3826,15762928,Venables,548,Spain,Male,44,8,0.0,1,1,0,16989.77,0,40-50岁,无余额,较差,0.21889737796494088,0.49130434782608695,2,1,0.0,4,1,1,6,中价值
3827,15751774,Monnier,774,France,Male,76,4,112510.89,1,1,1,143133.18,0,>60岁,高余额,良好,0.6672573650281156,0.3304347826086957,6,1,112510.89,2,1,3,6,中价值
3828,15654733,Hsieh,794,Germany,Male,57,3,117056.46,1,1,0,93336.93,1,50-60岁,高余额,良好,0.6068658835466045,0.5478260869565217,7,1,117056.46,2,1,3,6,中价值
3829,15809777,Gadsden,497,Germany,Female,55,7,131778.66,1,1,1,9972.64,0,50-60岁,高余额,很差,0.4004624202013212,0.2391304347826087,3,1,131778.66,3,1,4,8,高价值
3830,15744200,Ni,587,France,Female,36,1,70784.27,1,1,0,30579.82,0,30-40岁,中余额,较差,0.36589736155430935,0.4565217391304348,9,1,70784.27,1,1,2,4,低价值
3831,15720713,Chibueze,850,France,Female,29,10,0.0,2,1,1,199775.67,0,<30岁,无余额,优秀,0.5996747727714562,0.12608695652173915,0,2,0.0,4,3,1,8,高价值
3832,15695356,Chinwemma,722,France,Male,46,5,0.0,2,1,0,179908.71,0,40-50岁,无余额,良好,0.5246967416445446,0.5,5,2,0.0,3,3,1,7,中价值
3833,15653315,Kang,555,Spain,Female,35,1,0.0,2,1,0,101667.0,0,30-40岁,无余额,较差,0.3483885871755837,0.45217391304347826,9,2,0.0,1,3,1,5,中价值
3834,15604792,Kuo,609,Germany,Male,38,6,140752.06,2,0,1,171430.16,0,30-40岁,高余额,一般,0.6964932660396668,0.16521739130434784,4,2,140752.06,3,3,4,10,超高价值
3835,15704819,Ositadimma,734,Spain,Female,39,6,92126.26,2,0,0,112973.34,0,30-40岁,中余额,良好,0.5753995957805798,0.46956521739130436,4,2,92126.26,3,3,2,8,高价值
3836,15670859,Smith,718,Germany,Female,39,7,93148.74,2,1,1,190746.38,0,30-40岁,中余额,良好,0.6880465955721149,0.16956521739130437,3,2,93148.74,3,3,2,8,高价值
3837,15602797,Okwudilichukwu,645,Spain,Female,49,5,110132.55,3,0,1,187689.91,1,40-50岁,高余额,一般,0.6847738385906725,0.5130434782608696,5,3,110132.55,3,4,3,10,超高价值
3838,15662533,Porter,598,Spain,Female,23,6,0.0,2,1,0,153229.19,0,<30岁,无余额,较差,0.4409112509806839,0.4,4,2,0.0,3,3,1,7,中价值
3839,15778154,Kung,628,Germany,Male,50,4,122227.71,1,0,1,14217.77,1,40-50岁,高余额,一般,0.4378388289716139,0.21739130434782608,6,1,122227.71,2,1,3,6,中价值
3840,15806230,Trevisano,629,Germany,Male,40,2,121647.54,2,1,1,64849.74,1,30-40岁,高余额,一般,0.5132176316492539,0.17391304347826086,8,2,121647.54,1,3,3,7,中价值
3841,15662884,Naylor,739,Germany,Male,58,1,110597.76,1,0,1,160122.66,1,50-60岁,高余额,良好,0.6773395509759825,0.2521739130434783,9,1,110597.76,1,1,3,5,中价值
3842,15750778,Ponomarev,653,France,Female,60,2,120731.39,4,1,1,138160.11,1,50-60岁,高余额,一般,0.6301973167208427,0.5608695652173913,8,4,120731.39,1,4,3,8,高价值
3843,15717185,Udinese,711,France,Male,28,8,0.0,2,1,1,64286.39,0,<30岁,无余额,良好,0.34737438735931764,0.12173913043478263,2,2,0.0,4,3,1,8,高价值
3844,15677804,Aliyeva,783,Spain,Male,38,1,0.0,3,1,1,80178.54,1,30-40岁,无余额,良好,0.39662527341616277,0.4652173913043478,9,3,0.0,1,4,1,6,中价值
3845,15568915,Bailey,681,France,Male,38,6,153722.47,1,1,0,101319.76,0,30-40岁,超高余额,一般,0.6374138482144266,0.4652173913043478,4,1,153722.47,3,1,4,8,高价值
3846,15736495,Jackson,712,France,Male,34,8,114088.32,1,1,0,92794.61,0,30-40岁,高余额,良好,0.5723791716248556,0.4478260869565217,2,1,114088.32,4,1,3,8,高价值
3847,15737354,Yin,554,France,Female,48,7,0.0,2,1,1,63708.07,0,40-50岁,无余额,较差,0.2910951100349608,0.20869565217391306,3,2,0.0,3,3,1,7,中价值
3848,15667889,Akobundu,611,France,Female,37,6,0.0,2,1,0,110782.88,0,30-40岁,无余额,一般,0.38182762721290087,0.4608695652173913,4,2,0.0,3,3,1,7,中价值
3849,15577831,Byrne,560,Germany,Male,41,4,152532.3,1,0,0,10779.69,0,40-50岁,超高余额,较差,0.4569952985533284,0.4782608695652174,6,1,152532.3,2,1,4,7,中价值
3850,15729836,Robinson,646,Spain,Male,32,1,0.0,2,1,0,183289.22,0,30-40岁,无余额,一般,0.502944167900713,0.4391304347826087,9,2,0.0,1,3,1,5,中价值
3851,15775293,Stephenson,680,France,Male,34,3,143292.95,1,1,0,66526.01,0,30-40岁,高余额,一般,0.5682408195626903,0.4478260869565217,7,1,143292.95,2,1,4,7,中价值
3852,15697597,Chiemenam,631,France,Male,26,1,149144.61,1,0,1,123697.95,0,<30岁,高余额,一般,0.6460369788964371,0.11304347826086956,9,1,149144.61,1,1,4,6,中价值
3853,15639669,Forbes,746,France,Male,36,9,127157.04,1,1,1,155700.15,0,30-40岁,高余额,良好,0.6995761344336269,0.1565217391304348,1,1,127157.04,4,1,3,8,高价值
3854,15631392,Douglas,654,Germany,Male,43,9,84673.17,2,0,1,82081.35,0,40-50岁,中余额,一般,0.4889423156398649,0.18695652173913047,1,2,84673.17,4,3,2,9,高价值
3855,15580935,Okechukwu,687,Germany,Male,33,9,135962.4,2,1,0,121747.96,0,30-40岁,高余额,一般,0.641860550972444,0.4434782608695652,1,2,135962.4,4,3,4,11,超高价值
3856,15590344,Russell,708,Germany,Male,32,3,151691.44,2,1,1,172810.51,0,30-40岁,超高余额,良好,0.7509454013277755,0.1391304347826087,7,2,151691.44,2,3,4,9,高价值
3857,15653306,Ermakova,679,Germany,Female,32,0,88335.05,1,0,0,159584.81,0,30-40岁,中余额,一般,0.6198634420853023,0.4391304347826087,10,1,88335.05,1,1,2,4,低价值
3858,15805025,Oster,636,France,Female,45,7,139859.23,1,1,1,108402.54,0,40-50岁,高余额,一般,0.6100542783305498,0.1956521739130435,3,1,139859.23,3,1,4,8,高价值
3859,15658449,Chizoba,695,France,Male,45,9,43134.65,1,0,1,77330.35,0,40-50岁,低余额,一般,0.43006240339641133,0.1956521739130435,1,1,43134.65,4,1,2,7,中价值
3860,15694450,Bianchi,677,France,Male,42,5,99580.13,1,1,0,21007.96,0,40-50岁,中余额,一般,0.42921219386139264,0.4826086956521739,5,1,99580.13,3,1,3,7,中价值
3861,15605666,Peyser,720,France,Female,34,6,110717.38,1,1,1,9398.45,0,30-40岁,高余额,良好,0.4447295593700707,0.14782608695652175,4,1,110717.38,3,1,3,7,中价值
3862,15615126,Cocci,780,France,Female,37,3,0.0,2,0,0,182156.81,1,30-40岁,无余额,良好,0.5485396066774464,0.4608695652173913,7,2,0.0,2,3,1,6,中价值
3863,15726588,Seleznev,653,Spain,Female,36,3,0.0,2,0,0,110525.6,0,30-40岁,无余额,一般,0.3962652221135279,0.4565217391304348,7,2,0.0,2,3,1,6,中价值
3864,15645095,Huang,674,France,Female,28,3,0.0,1,1,0,51536.99,0,<30岁,无余额,一般,0.31519074473670794,0.4217391304347826,7,1,0.0,2,1,1,4,低价值
3865,15808960,Alleyne,620,Germany,Male,40,5,108197.11,2,1,0,49722.34,0,30-40岁,高余额,一般,0.46590555317087773,0.47391304347826085,5,2,108197.11,3,3,3,9,高价值
3866,15729435,McKenzie,623,France,Male,40,6,0.0,2,1,1,66119.07,0,30-40岁,无余额,一般,0.3190646871969445,0.17391304347826086,4,2,0.0,3,3,1,7,中价值
3867,15656840,Zikoranachukwudimma,547,France,Female,29,6,104450.86,1,1,1,37160.28,0,<30岁,高余额,较差,0.41532450429155293,0.12608695652173915,4,1,104450.86,3,1,3,7,中价值
3868,15659149,King,530,France,Male,39,2,0.0,2,1,0,197923.05,0,30-40岁,无余额,较差,0.48395456180917107,0.46956521739130436,8,2,0.0,1,3,1,5,中价值
3869,15585490,Nkemdilim,746,France,Female,34,4,0.0,1,0,1,65166.6,0,30-40岁,无余额,良好,0.36104769318149893,0.14782608695652175,6,1,0.0,2,1,1,4,低价值
3870,15674929,Anderson,512,France,Female,31,7,0.0,2,0,0,49326.07,0,30-40岁,无余额,较差,0.2546977694478959,0.43478260869565216,3,2,0.0,3,3,1,7,中价值
3871,15746341,Ejikemeifeuwa,630,France,Male,40,8,0.0,2,1,1,42495.81,0,30-40岁,无余额,一般,0.2860990530302763,0.17391304347826086,2,2,0.0,4,3,1,8,高价值
3872,15662091,Adams,570,Spain,Male,21,7,116099.82,1,1,1,148087.62,0,<30岁,高余额,较差,0.6084110379425776,0.09130434782608696,3,1,116099.82,3,1,3,7,中价值
3873,15620123,Christie,605,France,Male,39,6,111169.91,1,0,0,9641.4,0,30-40岁,高余额,一般,0.4052272190482045,0.46956521739130436,4,1,111169.91,3,1,3,7,中价值
3874,15616240,Yeh,530,Spain,Male,37,4,0.0,2,1,1,164844.37,0,30-40岁,无余额,较差,0.4343346761014685,0.16086956521739132,6,2,0.0,2,3,1,6,中价值
3875,15624186,McGregor,813,Germany,Female,25,5,123616.43,1,0,1,132959.33,0,<30岁,高余额,优秀,0.6834659824147499,0.10869565217391304,5,1,123616.43,3,1,3,7,中价值
3876,15605036,Pisano,704,Spain,Female,37,9,155619.58,1,1,1,135088.58,0,30-40岁,超高余额,良好,0.69921114077445,0.16086956521739132,1,1,155619.58,4,1,4,9,高价值
3877,15805151,Ginikanwa,565,Germany,Male,31,2,89558.39,2,1,1,4441.54,0,30-40岁,中余额,较差,0.3488548302431261,0.13478260869565217,8,2,89558.39,1,3,2,6,中价值
3878,15753847,Hawkins,645,Spain,Male,45,4,0.0,1,0,1,174916.85,1,40-50岁,无余额,一般,0.490032199504819,0.1956521739130435,6,1,0.0,2,1,1,4,低价值
3879,15653222,Otutodilichukwu,526,Germany,Female,32,6,131938.92,2,1,1,1795.93,0,30-40岁,高余额,较差,0.39868768629381857,0.1391304347826087,4,2,131938.92,3,3,4,10,超高价值
3880,15757541,Rickard,778,France,Female,33,9,151772.63,2,0,0,180249.94,1,30-40岁,超高余额,良好,0.7869402872888291,0.4434782608695652,1,2,151772.63,4,3,4,11,超高价值
3881,15726945,Andreev,677,France,Female,72,8,0.0,2,1,1,153604.44,0,>60岁,无余额,一般,0.4693565000867562,0.3130434782608696,2,2,0.0,4,3,1,8,高价值
3882,15794276,Steele,588,France,Female,64,3,0.0,1,1,1,189703.65,0,>60岁,无余额,较差,0.4920955864528741,0.2782608695652174,7,1,0.0,2,1,1,4,低价值
3883,15568328,Black,488,France,Female,22,6,0.0,2,1,1,66393.89,0,<30岁,无余额,很差,0.2718298738738459,0.09565217391304348,4,2,0.0,3,3,1,7,中价值
3884,15604355,Shand,519,France,Male,39,1,97700.02,1,1,1,30709.03,0,30-40岁,中余额,较差,0.3850022319093921,0.16956521739130437,9,1,97700.02,1,1,3,5,中价值
3885,15735788,Chiagoziem,709,France,Male,31,6,0.0,2,1,1,71009.84,0,30-40岁,无余额,良好,0.356754059223215,0.13478260869565217,4,2,0.0,3,3,1,7,中价值
3886,15618255,Fedorov,642,Germany,Female,56,6,103244.86,2,1,0,143049.72,1,50-60岁,高余额,一般,0.6057713554506426,0.5434782608695652,4,2,103244.86,3,3,3,9,高价值
3887,15720941,Tien,710,Germany,Male,34,8,147833.3,2,0,1,1561.58,0,30-40岁,高余额,良好,0.48861730222435923,0.14782608695652175,2,2,147833.3,4,3,4,11,超高价值
3888,15769110,Stehle,653,France,Female,46,5,0.0,2,1,0,49707.85,0,40-50岁,无余额,一般,0.3050351668634505,0.5,5,2,0.0,3,3,1,7,中价值
3889,15576094,Sung,743,France,Male,71,0,0.0,2,0,1,29837.65,0,>60岁,无余额,良好,0.30699345202438433,0.30869565217391304,10,2,0.0,1,3,1,5,中价值
3890,15756150,Alexander,418,France,Female,39,2,0.0,2,0,0,9041.71,0,30-40岁,无余额,很差,0.1610924867363248,0.46956521739130436,8,2,0.0,1,3,1,5,中价值
3891,15719579,McIntosh,670,Germany,Female,33,9,84521.48,2,0,1,198017.05,0,30-40岁,中余额,一般,0.668257628241987,0.14347826086956522,1,2,84521.48,4,3,2,9,高价值
3892,15748854,Sung,723,Germany,Female,28,5,91938.31,1,1,0,143481.85,0,<30岁,中余额,良好,0.6169820850116512,0.4217391304347826,5,1,91938.31,3,1,2,6,中价值
3893,15612455,Yao,549,Germany,Male,45,6,124240.93,1,1,1,146372.51,0,40-50岁,高余额,较差,0.6114056617207699,0.1956521739130435,4,1,124240.93,3,1,3,7,中价值
3894,15664802,Chinweuba,543,France,Female,42,5,0.0,2,0,0,101905.34,0,40-50岁,无余额,较差,0.34451081650081805,0.4826086956521739,5,2,0.0,3,3,1,7,中价值
3895,15735687,Chinweuba,595,Spain,Male,37,2,157084.99,1,1,0,134767.13,0,30-40岁,超高余额,较差,0.6625946227098616,0.4608695652173913,8,1,157084.99,1,1,4,6,中价值
3896,15664734,T'ao,673,Germany,Female,25,3,108244.82,2,1,1,103573.96,0,<30岁,高余额,一般,0.5654679656245919,0.10869565217391304,7,2,108244.82,2,3,3,8,高价值
3897,15767894,Ch'ien,741,France,Female,21,9,0.0,2,0,1,139259.54,0,<30岁,无余额,良好,0.4704265762980923,0.09130434782608696,1,2,0.0,4,3,1,8,高价值
3898,15666884,Su,508,Germany,Female,41,5,82161.7,2,1,0,187776.49,0,40-50岁,中余额,较差,0.5919576070007828,0.4782608695652174,5,2,82161.7,3,3,2,8,高价值
3899,15750156,Yu,662,Germany,Male,59,2,104568.41,1,1,0,8059.44,1,50-60岁,高余额,一般,0.4124472450040048,0.5565217391304348,8,1,104568.41,1,1,3,5,中价值
3900,15751120,Loyau,752,France,Female,36,2,119912.46,1,1,0,124354.92,0,30-40岁,高余额,良好,0.643124331726832,0.4565217391304348,8,1,119912.46,1,1,3,5,中价值
3901,15575748,Conti,809,France,Male,36,9,68881.59,2,0,1,109135.11,0,30-40岁,中余额,优秀,0.5590542774481061,0.1565217391304348,1,2,68881.59,4,3,2,9,高价值
3902,15714610,Alexeeva,575,Spain,Male,30,2,0.0,2,1,1,82222.86,0,<30岁,无余额,较差,0.3262801040142639,0.13043478260869565,8,2,0.0,1,3,1,5,中价值
3903,15720305,Power,591,Spain,Female,40,1,86376.29,1,0,1,136767.16,1,30-40岁,中余额,较差,0.5514540588058958,0.17391304347826086,9,1,86376.29,1,1,2,4,低价值
3904,15678129,Hill,643,Spain,Female,45,9,150840.03,2,1,0,155516.35,0,40-50岁,超高余额,一般,0.7007046296267967,0.4956521739130435,1,2,150840.03,4,3,4,11,超高价值
3905,15566633,Freeman,698,Germany,Male,55,8,155059.1,2,1,1,144584.29,0,50-60岁,超高余额,一般,0.7104440362758896,0.2391304347826087,2,2,155059.1,4,3,4,11,超高价值
3906,15680436,Hsing,496,France,Female,29,4,0.0,2,1,0,164806.89,0,<30岁,无余额,很差,0.42227845398751696,0.4260869565217391,6,2,0.0,2,3,1,6,中价值
3907,15674343,Esposito,597,France,Male,44,8,78128.13,2,0,1,109153.04,0,40-50岁,中余额,较差,0.49899915124682936,0.19130434782608696,2,2,78128.13,4,3,2,9,高价值
3908,15658890,Belonwu,603,Germany,Male,46,4,98899.76,2,1,1,86190.34,0,40-50岁,中余额,一般,0.4997870978433432,0.2,6,2,98899.76,2,3,3,8,高价值
3909,15599004,Tsao,655,Spain,Male,37,1,0.0,1,1,1,106040.97,0,30-40岁,无余额,一般,0.39024390652382646,0.16086956521739132,9,1,0.0,1,1,1,3,低价值
3910,15726487,P'eng,431,France,Male,63,6,160982.89,1,1,1,168008.17,0,>60岁,超高余额,很差,0.660790020573826,0.2739130434782609,4,1,160982.89,3,1,4,8,高价值
3911,15698716,Baker,620,France,Female,70,3,87926.24,2,1,0,33350.26,1,>60岁,中余额,一般,0.40902921311458934,0.6043478260869566,7,2,87926.24,2,3,2,7,中价值
3912,15710527,Matthews,782,France,Female,35,4,0.0,1,1,1,119565.34,0,30-40岁,无余额,良好,0.45535475373874057,0.15217391304347827,6,1,0.0,2,1,1,4,低价值
3913,15655590,Garcia,581,Spain,Male,46,2,79385.21,2,0,0,188492.82,0,40-50岁,中余额,较差,0.6143703658042738,0.5,8,2,79385.21,1,3,2,6,中价值
3914,15732266,Field,553,Germany,Male,53,5,127997.83,1,1,0,165378.66,1,50-60岁,高余额,较差,0.6473172468892668,0.5304347826086957,5,1,127997.83,3,1,4,8,高价值
3915,15669326,Gordon,658,France,Male,44,2,168396.34,1,1,1,14178.73,0,40-50岁,超高余额,一般,0.5219738930016035,0.19130434782608696,8,1,168396.34,1,1,4,6,中价值
3916,15672246,Jefferies,686,Germany,Male,43,2,134896.03,1,1,1,97847.05,0,40-50岁,高余额,一般,0.6039548120501769,0.18695652173913047,8,1,134896.03,1,1,4,6,中价值
3917,15620276,Palermo,539,Spain,Male,36,6,0.0,3,1,1,118959.64,0,30-40岁,无余额,较差,0.3686814636936231,0.4565217391304348,4,3,0.0,3,4,1,8,高价值
3918,15640258,Chou,685,France,Female,50,6,94238.75,2,1,1,50664.07,1,40-50岁,中余额,一般,0.4680059441019603,0.21739130434782608,4,2,94238.75,3,3,2,8,高价值
3919,15740283,Ewing,850,France,Male,29,1,0.0,2,0,0,152996.89,0,<30岁,无余额,优秀,0.5295039643490596,0.4260869565217391,9,2,0.0,1,3,1,5,中价值
3920,15759717,Mazzi,763,Spain,Female,39,7,0.0,2,1,0,19458.75,0,30-40岁,无余额,良好,0.29848334016182543,0.46956521739130436,3,2,0.0,3,3,1,7,中价值
3921,15620268,Thomson,634,Germany,Male,43,3,212696.32,1,1,0,115268.86,0,40-50岁,超高余额,一般,0.7357704545375341,0.48695652173913045,7,1,212696.32,2,1,4,7,中价值
3922,15743871,Nkemdirim,567,France,Male,59,3,0.0,2,1,0,25843.7,1,50-60岁,无余额,较差,0.23888465469831077,0.5565217391304348,7,2,0.0,2,3,1,6,中价值
3923,15614491,Lockyer,539,France,Male,39,3,139153.68,2,1,0,147662.33,0,30-40岁,高余额,较差,0.6335860443755684,0.46956521739130436,7,2,139153.68,2,3,4,9,高价值
3924,15595047,Murray,764,France,Male,41,7,0.0,2,0,0,134878.34,0,40-50岁,无余额,良好,0.4719721762479445,0.4782608695652174,3,2,0.0,3,3,1,7,中价值
3925,15732334,Black,653,France,Female,40,0,0.0,2,1,0,35795.85,0,30-40岁,无余额,一般,0.28416638219714707,0.47391304347826085,10,2,0.0,1,3,1,5,中价值
3926,15701206,Torreggiani,566,Spain,Male,44,5,0.0,2,1,0,66462.79,0,40-50岁,无余额,较差,0.29946263952465785,0.49130434782608695,5,2,0.0,3,3,1,7,中价值
3927,15581280,Atkinson,714,Germany,Male,29,6,92887.13,1,1,1,69578.49,0,<30岁,中余额,良好,0.5044590840335439,0.12608695652173915,4,1,92887.13,3,1,2,6,中价值
